order_id,customer_id,store_id,order_date,channel,payment_method,order_status
O003492,C01506,ST002,2024-10-09,Physical Store,Net Banking,Completed
O003493,C01225,ONLINE,2026-01-03,Online,UPI,Completed
O003494,C00572,ONLINE,2026-07-16,Online,Credit Card,Completed
O003495,C03456,ST001,2025-08-18,Physical Store,UPI,Completed
O003496,C04432,ST004,2025-03-13,Physical Store,UPI,Completed
O003497,C00956,ONLINE,2025-07-11,Online,UPI,Completed
O003498,C00054,ONLINE,2024-09-22,Online,UPI,Returned
O003499,C03740,ONLINE,2025-01-18,Online,Credit Card,Returned
O003500,C03696,ONLINE,2025-01-15,Online,Net Banking,Completed
O003501,C04862,ST004,2025-10-02,Physical Store,UPI,Completed
O003502,C01969,ONLINE,2026-02-15,Online,Debit Card,Completed
O003503,C01159,ONLINE,2025-08-20,Online,Credit Card,Completed
O003504,C03785,ST001,2024-09-05,Physical Store,Credit Card,Completed
O003505,C03645,ONLINE,2025-08-30,Online,Debit Card,Completed
O003506,C04512,ONLINE,2026-02-05,Online,UPI,Cancelled
O003507,C00811,ST005,2024-10-10,Physical Store,UPI,Completed
O003508,C04297,ST005,2025-01-08,Physical Store,Net Banking,Completed
O003509,C02999,ST004,2026-05-01,Physical Store,Debit Card,Completed
O003510,C01733,ONLINE,2025-09-11,Online,Credit Card,Completed
O003511,C04822,ST005,2025-04-30,Physical Store,Credit Card,Completed
O003512,C00772,ONLINE,2025-03-06,Online,UPI,Completed
O003513,C02783,ST004,2025-02-16,Physical Store,Debit Card,Completed
O003514,C01770,ONLINE,2025-07-29,Online,Credit Card,Completed
O003515,C04767,ONLINE,2026-02-22,Online,Debit Card,Completed
O003516,C02548,ST001,2025-03-09,Physical Store,UPI,Completed
O003517,C03906,ONLINE,2026-06-23,Online,UPI,Completed
O003518,C02413,ONLINE,2024-11-15,Online,Net Banking,Returned
O003519,C01109,ST002,2026-06-18,Physical Store,UPI,Completed
O003520,C03992,ST002,2026-04-05,Physical Store,Net Banking,Completed
O003521,C00899,ONLINE,2025-08-14,Online,Credit Card,Completed
O003522,C00084,ST001,2026-04-09,Physical Store,UPI,Completed
O003523,C00416,ONLINE,2024-09-04,Online,UPI,Completed
O003524,C01070,ST004,2025-08-15,Physical Store,Net Banking,Completed
O003525,C00846,ONLINE,2026-01-31,Online,UPI,Completed
O003526,C01071,ONLINE,2025-06-16,Online,UPI,Completed
O003527,C02077,ONLINE,2026-08-15,Online,Credit Card,Completed
O003528,C02822,ST005,2025-12-24,Physical Store,Net Banking,Completed
O003529,C03766,ONLINE,2024-12-27,Online,UPI,Completed
O003530,C01082,ST001,2024-10-19,Physical Store,UPI,Completed
O003531,C03406,ST001,2025-04-24,Physical Store,UPI,Completed
O003532,C00335,ST002,2024-12-29,Physical Store,Debit Card,Completed
O003533,C00978,ST001,2025-11-21,Physical Store,UPI,Returned
O003534,C04434,ST001,2024-11-21,Physical Store,UPI,Completed
O003535,C04649,ONLINE,2026-01-22,Online,Net Banking,Completed
O003536,C00115,ONLINE,2025-08-07,Online,UPI,Completed
O003537,C03422,ST004,2025-05-03,Physical Store,Wallet,Completed
O003538,C00333,ONLINE,2024-08-30,Online,UPI,Completed
O003539,C04673,ONLINE,2025-07-10,Online,UPI,Completed
O003540,C04762,ONLINE,2025-11-30,Online,UPI,Completed
O003541,C03535,ONLINE,2026-01-28,Online,Credit Card,Completed
O003542,C01545,ST005,2025-06-17,Physical Store,UPI,Completed
O003543,C04953,ONLINE,2025-05-10,Online,UPI,Completed
O003544,C03157,ONLINE,2026-04-19,Online,UPI,Returned
O003545,C02095,ONLINE,2025-06-23,Online,Credit Card,Cancelled
O003546,C02815,ST005,2024-09-04,Physical Store,UPI,Completed
O003547,C00831,ST005,2024-11-04,Physical Store,Net Banking,Completed
O003548,C04039,ST005,2024-09-13,Physical Store,Credit Card,Completed
O003549,C03339,ONLINE,2025-12-15,Online,Debit Card,Cancelled
O003550,C00694,ST005,2024-09-17,Physical Store,UPI,Completed
O003551,C04586,ONLINE,2025-12-15,Online,Net Banking,Completed
O003552,C02308,ST002,2025-08-08,Physical Store,Credit Card,Completed
O003553,C01933,ONLINE,2025-11-24,Online,Net Banking,Cancelled
O003554,C00285,ST002,2026-05-30,Physical Store,UPI,Completed
O003555,C04334,ONLINE,2026-07-20,Online,UPI,Completed
O003556,C03030,ST004,2024-09-10,Physical Store,Credit Card,Completed
O003557,C02711,ST004,2024-12-25,Physical Store,Debit Card,Completed
O003558,C02198,ST003,2026-01-25,Physical Store,UPI,Completed
O003559,C03037,ST003,2025-07-11,Physical Store,UPI,Completed
O003560,C04119,ONLINE,2026-06-13,Online,UPI,Cancelled
O003561,C01037,ONLINE,2025-08-31,Online,UPI,Completed
O003562,C00065,ST005,2025-10-08,Physical Store,Credit Card,Completed
O003563,C01519,ST005,2026-03-24,Physical Store,UPI,Cancelled
O003564,C04717,ONLINE,2025-10-12,Online,Debit Card,Completed
O003565,C01963,ONLINE,2025-11-08,Online,UPI,Completed
O003566,C04822,ST003,2026-02-13,Physical Store,UPI,Cancelled
O003567,C02343,ONLINE,2024-10-03,Online,Wallet,Completed
O003568,C04781,ONLINE,2026-03-09,Online,Net Banking,Completed
O003569,C02466,ST003,2026-01-11,Physical Store,Debit Card,Completed
O003570,C04642,ONLINE,2024-10-13,Online,Debit Card,Completed
O003571,C00149,ONLINE,2024-10-25,Online,Credit Card,Completed
O003572,C04349,ST002,2026-03-25,Physical Store,Net Banking,Completed
O003573,C04498,ONLINE,2025-01-24,Online,UPI,Completed
O003574,C02972,ST003,2026-02-18,Physical Store,UPI,Cancelled
O003575,C03774,ONLINE,2024-09-20,Online,Credit Card,Completed
O003576,C00399,ONLINE,2026-01-31,Online,Credit Card,Completed
O003577,C00208,ST004,2025-09-02,Physical Store,Net Banking,Completed
O003578,C01824,ST004,2025-05-11,Physical Store,UPI,Completed
O003579,C02654,ONLINE,2026-01-30,Online,Credit Card,Completed
O003580,C00508,ST001,2024-11-11,Physical Store,Debit Card,Completed
O003581,C03599,ST001,2026-07-23,Physical Store,Net Banking,Completed
O003582,C04253,ST001,2026-07-11,Physical Store,UPI,Completed
O003583,C01460,ST001,2025-10-05,Physical Store,UPI,Completed
O003584,C01597,ONLINE,2026-07-21,Online,Credit Card,Completed
O003585,C04700,ST001,2026-01-07,Physical Store,Debit Card,Completed
O003586,C00712,ONLINE,2026-03-02,Online,Net Banking,Completed
O003587,C01623,ONLINE,2025-08-28,Online,UPI,Completed
O003588,C03202,ONLINE,2026-07-21,Online,Credit Card,Completed
O003589,C03971,ST003,2026-04-09,Physical Store,Debit Card,Returned
O003590,C02886,ST002,2025-12-20,Physical Store,UPI,Completed
O003591,C03627,ONLINE,2024-11-25,Online,UPI,Completed
O003592,C04981,ONLINE,2025-10-27,Online,UPI,Completed
O003593,C01820,ST002,2026-04-07,Physical Store,UPI,Completed
O003594,C04156,ONLINE,2026-07-13,Online,Credit Card,Completed
O003595,C00402,ST004,2026-07-02,Physical Store,Credit Card,Completed
O003596,C04079,ST001,2025-03-18,Physical Store,Debit Card,Completed
O003597,C01638,ONLINE,2026-05-08,Online,UPI,Completed
O003598,C03248,ONLINE,2024-10-26,Online,Debit Card,Completed
O003599,C04536,ONLINE,2025-01-23,Online,Credit Card,Completed
O003600,C01499,ST004,2024-10-04,Physical Store,Debit Card,Completed
O003601,C02148,ONLINE,2025-11-26,Online,Debit Card,Completed
O003602,C02657,ONLINE,2025-11-22,Online,UPI,Completed
O003603,C01776,ST002,2026-03-25,Physical Store,Wallet,Cancelled
O003604,C04165,ONLINE,2026-05-01,Online,Debit Card,Completed
O003605,C01262,ONLINE,2024-09-30,Online,Net Banking,Completed
O003606,C01509,ONLINE,2025-08-20,Online,UPI,Completed
O003607,C02766,ONLINE,2024-10-15,Online,UPI,Completed
O003608,C03923,ST002,2026-06-10,Physical Store,Net Banking,Completed
O003609,C00455,ONLINE,2024-09-16,Online,Debit Card,Completed
O003610,C01936,ONLINE,2024-10-01,Online,UPI,Completed
O003611,C02498,ST005,2025-09-20,Physical Store,UPI,Completed
O003612,C00588,ONLINE,2025-07-19,Online,UPI,Completed
O003613,C04168,ST004,2025-12-26,Physical Store,Credit Card,Completed
O003614,C02994,ONLINE,2025-09-30,Online,Debit Card,Completed
O003615,C00369,ONLINE,2025-12-03,Online,Credit Card,Completed
O003616,C00552,ONLINE,2025-06-05,Online,Wallet,Completed
O003617,C00635,ST003,2025-09-14,Physical Store,UPI,Completed
O003618,C00749,ST004,2024-12-19,Physical Store,Wallet,Completed
O003619,C03694,ONLINE,2025-08-16,Online,Debit Card,Completed
O003620,C00005,ST001,2025-12-01,Physical Store,UPI,Returned
O003621,C00123,ONLINE,2024-10-19,Online,Credit Card,Completed
O003622,C00736,ONLINE,2026-06-03,Online,Net Banking,Completed
O003623,C03523,ST005,2025-06-30,Physical Store,Credit Card,Completed
O003624,C03719,ONLINE,2025-01-15,Online,Wallet,Completed
O003625,C00608,ONLINE,2025-04-02,Online,Net Banking,Completed
O003626,C04932,ST002,2026-04-04,Physical Store,UPI,Completed
O003627,C00232,ONLINE,2025-09-04,Online,Credit Card,Returned
O003628,C04381,ST005,2025-06-13,Physical Store,UPI,Completed
O003629,C01704,ST005,2024-09-01,Physical Store,Credit Card,Completed
O003630,C04937,ONLINE,2025-07-22,Online,UPI,Completed
O003631,C04199,ST005,2024-11-03,Physical Store,UPI,Completed
O003632,C01186,ONLINE,2026-04-16,Online,Credit Card,Completed
O003633,C00193,ST004,2025-07-26,Physical Store,UPI,Completed
O003634,C03737,ST003,2025-04-13,Physical Store,UPI,Completed
O003635,C01150,ONLINE,2025-01-20,Online,Credit Card,Completed
O003636,C04463,ST004,2025-03-27,Physical Store,UPI,Completed
O003637,C04859,ONLINE,2025-10-05,Online,Net Banking,Completed
O003638,C01650,ONLINE,2025-08-27,Online,UPI,Returned
O003639,C02105,ST001,2026-07-25,Physical Store,UPI,Completed
O003640,C01808,ONLINE,2026-07-10,Online,Credit Card,Completed
O003641,C02232,ST005,2026-02-08,Physical Store,Wallet,Completed
O003642,C00901,ST005,2024-10-21,Physical Store,UPI,Completed
O003643,C03115,ONLINE,2026-01-19,Online,UPI,Completed
O003644,C03818,ST002,2025-08-06,Physical Store,UPI,Completed
O003645,C01320,ONLINE,2024-09-26,Online,UPI,Completed
O003646,C00642,ST005,2025-10-25,Physical Store,Net Banking,Completed
O003647,C04585,ST003,2024-11-29,Physical Store,UPI,Cancelled
O003648,C03392,ST002,2025-10-16,Physical Store,Wallet,Completed
O003649,C02394,ST003,2024-08-21,Physical Store,UPI,Completed
O003650,C02502,ST004,2025-01-11,Physical Store,Net Banking,Completed
O003651,C04977,ONLINE,2024-08-25,Online,Net Banking,Completed
O003652,C04738,ONLINE,2025-12-29,Online,Credit Card,Completed
O003653,C03359,ONLINE,2025-02-25,Online,Debit Card,Completed
O003654,C04599,ONLINE,2025-12-31,Online,UPI,Completed
O003655,C03442,ONLINE,2025-04-16,Online,Debit Card,Completed
O003656,C04716,ST005,2024-10-29,Physical Store,Debit Card,Completed
O003657,C02209,ONLINE,2026-03-09,Online,UPI,Completed
O003658,C04678,ONLINE,2026-06-16,Online,Credit Card,Completed
O003659,C03922,ST004,2025-09-17,Physical Store,UPI,Completed
O003660,C02849,ONLINE,2024-11-10,Online,Debit Card,Completed
O003661,C02759,ONLINE,2024-12-26,Online,UPI,Completed
O003662,C00306,ONLINE,2026-07-05,Online,UPI,Completed
O003663,C02494,ONLINE,2026-06-13,Online,UPI,Completed
O003664,C04642,ONLINE,2026-07-20,Online,UPI,Completed
O003665,C02915,ONLINE,2026-04-22,Online,UPI,Completed
O003666,C02731,ST003,2025-02-22,Physical Store,Debit Card,Completed
O003667,C02710,ST004,2026-08-15,Physical Store,Credit Card,Completed
O003668,C00647,ST005,2026-01-06,Physical Store,Net Banking,Completed
O003669,C02954,ST002,2025-11-25,Physical Store,Credit Card,Completed
O003670,C01813,ONLINE,2026-01-01,Online,Net Banking,Completed
O003671,C00394,ST003,2026-02-11,Physical Store,UPI,Completed
O003672,C01112,ONLINE,2025-12-06,Online,UPI,Completed
O003673,C01501,ONLINE,2026-01-17,Online,Credit Card,Completed
O003674,C01901,ST005,2025-06-18,Physical Store,Credit Card,Completed
O003675,C03247,ST005,2026-07-20,Physical Store,UPI,Completed
O003676,C02571,ST002,2025-01-12,Physical Store,Net Banking,Completed
O003677,C04773,ST002,2024-10-17,Physical Store,UPI,Completed
O003678,C03992,ONLINE,2025-10-29,Online,UPI,Completed
O003679,C00308,ONLINE,2025-09-25,Online,UPI,Completed
O003680,C03004,ST002,2026-03-05,Physical Store,Debit Card,Completed
O003681,C02297,ONLINE,2025-09-05,Online,UPI,Completed
O003682,C01307,ONLINE,2026-04-03,Online,Credit Card,Completed
O003683,C01916,ONLINE,2026-08-01,Online,UPI,Completed
O003684,C00884,ONLINE,2026-08-07,Online,UPI,Completed
O003685,C02078,ONLINE,2025-05-23,Online,UPI,Completed
O003686,C03505,ST003,2026-08-07,Physical Store,UPI,Completed
O003687,C03919,ST003,2025-09-29,Physical Store,UPI,Completed
O003688,C01422,ONLINE,2025-08-03,Online,UPI,Completed
O003689,C01418,ST005,2025-01-25,Physical Store,Debit Card,Completed
O003690,C01398,ONLINE,2026-01-08,Online,UPI,Cancelled
O003691,C01080,ONLINE,2025-02-10,Online,UPI,Completed
O003692,C04764,ST001,2026-05-16,Physical Store,Credit Card,Completed
O003693,C01339,ST002,2025-10-22,Physical Store,UPI,Completed
O003694,C03600,ST004,2025-11-25,Physical Store,Credit Card,Completed
O003695,C00833,ST004,2024-10-29,Physical Store,Credit Card,Completed
O003696,C02134,ONLINE,2024-11-18,Online,Debit Card,Completed
O003697,C01499,ST001,2025-07-18,Physical Store,UPI,Completed
O003698,C04398,ST004,2026-03-13,Physical Store,Debit Card,Completed
O003699,C01216,ONLINE,2026-06-13,Online,UPI,Completed
O003700,C00329,ST005,2024-09-12,Physical Store,UPI,Completed
O003701,C04373,ONLINE,2025-11-30,Online,Net Banking,Completed
O003702,C01208,ST004,2025-12-05,Physical Store,Credit Card,Completed
O003703,C00626,ST001,2026-04-06,Physical Store,UPI,Returned
O003704,C00977,ONLINE,2025-03-10,Online,UPI,Completed
O003705,C04529,ONLINE,2024-11-27,Online,UPI,Cancelled
O003706,C00606,ONLINE,2026-06-28,Online,Net Banking,Completed
O003707,C00296,ST002,2024-12-13,Physical Store,UPI,Completed
O003708,C02063,ST002,2024-12-13,Physical Store,UPI,Completed
O003709,C00897,ONLINE,2026-02-22,Online,UPI,Cancelled
O003710,C03177,ST002,2026-01-04,Physical Store,Credit Card,Completed
O003711,C00176,ONLINE,2025-10-25,Online,UPI,Completed
O003712,C01444,ONLINE,2025-09-23,Online,Credit Card,Completed
O003713,C03134,ST002,2026-01-30,Physical Store,Debit Card,Completed
O003714,C04421,ST002,2025-10-25,Physical Store,UPI,Completed
O003715,C00152,ONLINE,2025-03-04,Online,Credit Card,Completed
O003716,C02709,ONLINE,2025-04-29,Online,UPI,Completed
O003717,C03066,ST004,2025-03-16,Physical Store,Credit Card,Completed
O003718,C02566,ONLINE,2024-09-18,Online,UPI,Completed
O003719,C01489,ONLINE,2024-11-06,Online,Credit Card,Completed
O003720,C04897,ST004,2025-12-22,Physical Store,UPI,Completed
O003721,C04080,ONLINE,2026-02-24,Online,UPI,Completed
O003722,C01259,ONLINE,2026-05-27,Online,Net Banking,Completed
O003723,C00686,ONLINE,2024-12-06,Online,UPI,Completed
O003724,C04692,ST002,2026-03-16,Physical Store,Credit Card,Completed
O003725,C02643,ST004,2026-01-06,Physical Store,UPI,Completed
O003726,C02588,ST005,2025-07-02,Physical Store,UPI,Completed
O003727,C01263,ST002,2024-11-18,Physical Store,Debit Card,Completed
O003728,C01474,ONLINE,2025-07-27,Online,UPI,Completed
O003729,C04214,ONLINE,2024-10-02,Online,Credit Card,Completed
O003730,C01678,ST002,2024-10-16,Physical Store,Credit Card,Completed
O003731,C00358,ONLINE,2025-02-16,Online,Net Banking,Completed
O003732,C01287,ONLINE,2024-10-29,Online,UPI,Completed
O003733,C00774,ST002,2026-05-31,Physical Store,UPI,Completed
O003734,C00923,ST005,2026-03-13,Physical Store,Net Banking,Completed
O003735,C04390,ONLINE,2025-07-02,Online,UPI,Completed
O003736,C04775,ONLINE,2025-09-17,Online,UPI,Completed
O003737,C03191,ONLINE,2025-10-09,Online,Debit Card,Completed
O003738,C00008,ONLINE,2025-07-16,Online,UPI,Cancelled
O003739,C04079,ONLINE,2025-02-26,Online,Credit Card,Completed
O003740,C04267,ONLINE,2025-07-16,Online,Credit Card,Completed
O003741,C03272,ST001,2024-12-15,Physical Store,UPI,Completed
O003742,C02427,ST001,2024-11-30,Physical Store,UPI,Cancelled
O003743,C01187,ONLINE,2026-02-01,Online,UPI,Completed
O003744,C00524,ONLINE,2026-03-03,Online,Credit Card,Completed
O003745,C00924,ONLINE,2025-04-07,Online,Net Banking,Cancelled
O003746,C04656,ST001,2026-05-17,Physical Store,Credit Card,Completed
O003747,C01257,ST004,2024-12-23,Physical Store,Credit Card,Returned
O003748,C02275,ST005,2026-05-11,Physical Store,Credit Card,Completed
O003749,C01632,ONLINE,2025-02-01,Online,UPI,Completed
O003750,C03539,ONLINE,2026-07-27,Online,Debit Card,Completed
O003751,C00018,ONLINE,2025-08-26,Online,Net Banking,Completed
O003752,C04418,ONLINE,2025-02-06,Online,UPI,Completed
O003753,C00032,ONLINE,2026-07-01,Online,UPI,Completed
O003754,C02002,ST002,2025-01-31,Physical Store,Debit Card,Cancelled
O003755,C04532,ST004,2024-11-25,Physical Store,UPI,Completed
O003756,C00512,ONLINE,2025-07-06,Online,Credit Card,Completed
O003757,C03747,ST002,2025-12-28,Physical Store,UPI,Completed
O003758,C01695,ST005,2024-12-01,Physical Store,Net Banking,Completed
O003759,C01670,ONLINE,2025-04-09,Online,UPI,Completed
O003760,C04143,ONLINE,2026-04-23,Online,Net Banking,Returned
O003761,C03298,ONLINE,2025-05-09,Online,UPI,Completed
O003762,C02497,ST001,2026-08-17,Physical Store,Wallet,Completed
O003763,C04144,ST002,2025-12-29,Physical Store,Debit Card,Completed
O003764,C04429,ST002,2025-08-25,Physical Store,Net Banking,Completed
O003765,C04916,ST001,2025-02-22,Physical Store,Credit Card,Completed
O003766,C00163,ONLINE,2025-04-11,Online,Credit Card,Completed
O003767,C00356,ONLINE,2024-11-11,Online,Debit Card,Completed
O003768,C01369,ONLINE,2025-02-12,Online,Credit Card,Completed
O003769,C02183,ONLINE,2026-06-02,Online,Credit Card,Completed
O003770,C03643,ST001,2025-05-03,Physical Store,Net Banking,Completed
O003771,C02887,ST004,2025-01-01,Physical Store,Net Banking,Completed
O003772,C04433,ST003,2024-10-10,Physical Store,Credit Card,Completed
O003773,C00137,ST002,2024-08-29,Physical Store,UPI,Completed
O003774,C03271,ONLINE,2026-02-24,Online,Credit Card,Completed
O003775,C00772,ONLINE,2025-05-16,Online,UPI,Completed
O003776,C04860,ST002,2025-08-31,Physical Store,UPI,Completed
O003777,C03565,ST001,2025-05-19,Physical Store,Debit Card,Completed
O003778,C04746,ST001,2025-05-19,Physical Store,UPI,Completed
O003779,C03376,ONLINE,2025-10-10,Online,UPI,Completed
O003780,C03247,ONLINE,2025-01-19,Online,UPI,Completed
O003781,C03747,ONLINE,2024-09-20,Online,Credit Card,Completed
O003782,C04678,ONLINE,2025-11-08,Online,UPI,Completed
O003783,C04983,ST003,2026-04-24,Physical Store,UPI,Completed
O003784,C03755,ONLINE,2024-11-10,Online,UPI,Completed
O003785,C04764,ONLINE,2025-02-17,Online,UPI,Completed
O003786,C04787,ONLINE,2025-11-19,Online,UPI,Completed
O003787,C04956,ONLINE,2024-10-31,Online,Credit Card,Completed
O003788,C00082,ONLINE,2026-02-23,Online,UPI,Completed
O003789,C00258,ONLINE,2026-03-28,Online,Wallet,Completed
O003790,C03279,ONLINE,2024-12-09,Online,Net Banking,Completed
O003791,C04460,ONLINE,2025-02-16,Online,Debit Card,Completed
O003792,C00856,ST001,2025-01-25,Physical Store,Net Banking,Completed
O003793,C01557,ST001,2025-09-14,Physical Store,Credit Card,Completed
O003794,C04431,ST005,2024-12-16,Physical Store,Debit Card,Completed
O003795,C00869,ST004,2025-12-18,Physical Store,UPI,Cancelled
O003796,C03663,ST001,2026-06-30,Physical Store,UPI,Completed
O003797,C02826,ST004,2026-05-05,Physical Store,Credit Card,Completed
O003798,C04887,ONLINE,2026-01-21,Online,UPI,Returned
O003799,C02929,ONLINE,2026-05-10,Online,Credit Card,Completed
O003800,C01570,ST005,2024-10-06,Physical Store,Debit Card,Returned
O003801,C03539,ONLINE,2026-06-25,Online,Credit Card,Completed
O003802,C00160,ST005,2025-04-21,Physical Store,UPI,Completed
O003803,C00287,ONLINE,2024-11-09,Online,Debit Card,Completed
O003804,C01007,ONLINE,2025-11-13,Online,Net Banking,Completed
O003805,C02065,ONLINE,2024-12-16,Online,Net Banking,Completed
O003806,C02247,ST004,2025-01-22,Physical Store,Net Banking,Completed
O003807,C03066,ONLINE,2026-07-09,Online,UPI,Completed
O003808,C01033,ONLINE,2025-08-30,Online,Credit Card,Completed
O003809,C03914,ONLINE,2025-06-08,Online,Debit Card,Completed
O003810,C01482,ONLINE,2026-08-09,Online,UPI,Completed
O003811,C02416,ONLINE,2026-07-18,Online,UPI,Completed
O003812,C03186,ONLINE,2025-10-26,Online,Credit Card,Completed
O003813,C04893,ONLINE,2025-05-27,Online,UPI,Completed
O003814,C01899,ONLINE,2025-10-01,Online,UPI,Completed
O003815,C01124,ONLINE,2025-08-26,Online,UPI,Completed
O003816,C04882,ONLINE,2025-12-05,Online,UPI,Completed
O003817,C00749,ST001,2025-04-21,Physical Store,UPI,Completed
O003818,C01173,ST004,2025-03-29,Physical Store,UPI,Completed
O003819,C04392,ST002,2024-11-23,Physical Store,UPI,Completed
O003820,C02632,ST002,2026-02-13,Physical Store,Credit Card,Completed
O003821,C02837,ONLINE,2025-10-01,Online,UPI,Completed
O003822,C04116,ONLINE,2025-08-05,Online,Credit Card,Completed
O003823,C00449,ONLINE,2026-06-25,Online,Credit Card,Completed
O003824,C02976,ONLINE,2026-05-15,Online,UPI,Completed
O003825,C02206,ONLINE,2025-08-08,Online,Credit Card,Completed
O003826,C01157,ONLINE,2025-02-22,Online,Debit Card,Completed
O003827,C02424,ONLINE,2025-05-02,Online,UPI,Completed
O003828,C04679,ONLINE,2025-11-24,Online,UPI,Cancelled
O003829,C01665,ONLINE,2025-12-24,Online,Credit Card,Completed
O003830,C01821,ONLINE,2025-02-21,Online,UPI,Completed
O003831,C00563,ST002,2024-10-27,Physical Store,Credit Card,Completed
O003832,C01493,ONLINE,2026-07-10,Online,Credit Card,Completed
O003833,C01435,ST005,2026-06-09,Physical Store,UPI,Completed
O003834,C04451,ONLINE,2026-08-08,Online,UPI,Completed
O003835,C01507,ONLINE,2026-06-14,Online,UPI,Completed
O003836,C02505,ONLINE,2024-10-10,Online,UPI,Completed
O003837,C01855,ONLINE,2025-03-11,Online,UPI,Completed
O003838,C00880,ONLINE,2024-09-14,Online,Credit Card,Completed
O003839,C03126,ONLINE,2025-04-14,Online,UPI,Completed
O003840,C01332,ST004,2024-12-23,Physical Store,Net Banking,Returned
O003841,C01839,ONLINE,2025-07-08,Online,UPI,Completed
O003842,C02105,ST004,2025-11-22,Physical Store,Wallet,Completed
O003843,C04994,ST005,2026-07-19,Physical Store,Credit Card,Completed
O003844,C04361,ST003,2025-04-13,Physical Store,UPI,Completed
O003845,C01917,ST003,2026-03-03,Physical Store,UPI,Completed
O003846,C04870,ONLINE,2025-03-01,Online,UPI,Completed
O003847,C02416,ONLINE,2025-03-09,Online,Debit Card,Completed
O003848,C03751,ST004,2026-02-24,Physical Store,Credit Card,Completed
O003849,C04017,ONLINE,2024-08-20,Online,Credit Card,Completed
O003850,C01036,ST001,2024-12-19,Physical Store,UPI,Completed
O003851,C03614,ST004,2025-02-12,Physical Store,Credit Card,Completed
O003852,C00607,ST003,2025-02-22,Physical Store,Credit Card,Completed
O003853,C03702,ST004,2026-08-03,Physical Store,Net Banking,Completed
O003854,C04335,ONLINE,2025-11-22,Online,Net Banking,Completed
O003855,C02179,ST002,2025-06-08,Physical Store,Credit Card,Completed
O003856,C04286,ST005,2026-05-02,Physical Store,UPI,Completed
O003857,C00244,ONLINE,2025-03-21,Online,UPI,Completed
O003858,C04394,ONLINE,2026-05-26,Online,Credit Card,Completed
O003859,C04028,ST001,2025-11-09,Physical Store,Net Banking,Completed
O003860,C00094,ST001,2024-11-23,Physical Store,Credit Card,Completed
O003861,C04693,ST002,2026-05-02,Physical Store,UPI,Completed
O003862,C03035,ONLINE,2025-01-21,Online,Net Banking,Cancelled
O003863,C04794,ONLINE,2025-07-31,Online,UPI,Completed
O003864,C02565,ST005,2026-07-27,Physical Store,Debit Card,Completed
O003865,C00098,ST003,2026-01-30,Physical Store,UPI,Completed
O003866,C00996,ONLINE,2025-12-14,Online,Debit Card,Completed
O003867,C02037,ST005,2026-04-11,Physical Store,Net Banking,Returned
O003868,C02519,ONLINE,2025-09-29,Online,UPI,Completed
O003869,C03495,ONLINE,2026-06-18,Online,Credit Card,Completed
O003870,C04383,ST005,2026-04-14,Physical Store,UPI,Completed
O003871,C01112,ONLINE,2025-05-02,Online,UPI,Completed
O003872,C02812,ST005,2025-03-27,Physical Store,UPI,Completed
O003873,C01146,ST001,2026-01-07,Physical Store,Credit Card,Completed
O003874,C04912,ONLINE,2025-12-09,Online,UPI,Completed
O003875,C00495,ST003,2025-02-06,Physical Store,UPI,Completed
O003876,C03525,ONLINE,2024-11-07,Online,Wallet,Completed
O003877,C02018,ONLINE,2025-09-09,Online,Net Banking,Completed
O003878,C01962,ST005,2026-02-08,Physical Store,UPI,Completed
O003879,C00948,ONLINE,2025-10-24,Online,UPI,Cancelled
O003880,C00349,ST005,2025-12-15,Physical Store,Credit Card,Completed
O003881,C00231,ST005,2024-12-17,Physical Store,UPI,Completed
O003882,C03099,ONLINE,2025-08-31,Online,Net Banking,Completed
O003883,C04270,ONLINE,2025-11-29,Online,UPI,Completed
O003884,C03377,ONLINE,2026-05-02,Online,Credit Card,Completed
O003885,C02649,ST002,2025-09-09,Physical Store,Credit Card,Completed
O003886,C02455,ONLINE,2025-11-19,Online,UPI,Completed
O003887,C01020,ONLINE,2024-10-01,Online,Credit Card,Completed
O003888,C04018,ST001,2025-11-20,Physical Store,UPI,Completed
O003889,C03459,ONLINE,2025-03-14,Online,Net Banking,Completed
O003890,C02124,ST004,2026-04-21,Physical Store,Credit Card,Completed
O003891,C04850,ONLINE,2026-01-13,Online,Net Banking,Completed
O003892,C04712,ST004,2025-03-28,Physical Store,UPI,Completed
O003893,C04972,ST001,2025-01-11,Physical Store,UPI,Completed
O003894,C02280,ST005,2025-05-09,Physical Store,Debit Card,Completed
O003895,C02873,ONLINE,2024-08-24,Online,UPI,Completed
O003896,C02693,ONLINE,2025-05-10,Online,UPI,Completed
O003897,C03716,ONLINE,2026-01-28,Online,UPI,Returned
O003898,C04529,ST001,2026-05-01,Physical Store,Debit Card,Completed
O003899,C02220,ST001,2026-01-22,Physical Store,UPI,Completed
O003900,C04128,ST001,2025-03-16,Physical Store,Credit Card,Completed
O003901,C03631,ST003,2025-03-11,Physical Store,UPI,Completed
O003902,C03316,ONLINE,2025-04-18,Online,UPI,Completed
O003903,C00773,ONLINE,2026-08-09,Online,Credit Card,Completed
O003904,C00924,ST003,2026-02-01,Physical Store,Credit Card,Completed
O003905,C03434,ST002,2025-02-05,Physical Store,UPI,Completed
O003906,C02167,ST001,2025-11-22,Physical Store,UPI,Completed
O003907,C01906,ST005,2026-07-13,Physical Store,Debit Card,Completed
